1,0,1,0,0,0,0,1,16,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,2,3,3,1,2,3,3,-999,-999,-999,52.9,-999,-999,-999,59.6,-999,-999,-999,34.2,-999,-999,-999,74,-999,-999,-999,56.7,-999,-999,-999,52.2,-999,-999,-999,38.9,-999,-999,-999,59.2,-999,-999,-999,72.8,-999,-999,-999,29.2,-999,-999,-999,78.3,-999,-999,-999,20.6,-999,-999,-999,52.9,-999,-999,-999,73.8,-999,-999,-999,76.7
2,0,1,0,0,0,0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,2,3,2,2,2,3,2,-999,-999,-999,42.9,-999,-999,-999,56.3,-999,-999,-999,25.8,-999,-999,-999,65,-999,-999,-999,51.7,-999,-999,-999,44.4,-999,-999,-999,42.8,-999,-999,-999,65.8,-999,-999,-999,74.4,-999,-999,-999,42.5,-999,-999,-999,73.3,-999,-999,-999,36.7,-999,-999,-999,35.8,-999,-999,-999,57.5,-999,-999,-999,90
3,0,1,0,0,0,0,1,20,1,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,2,2,2,2,2,2,2,2,-999,-999,-999,46.3,-999,-999,-999,54.2,-999,-999,-999,52.5,-999,-999,-999,64.7,-999,-999,-999,52.5,-999,-999,-999,54.4,-999,-999,-999,49.4,-999,-999,-999,53.3,-999,-999,-999,71.7,-999,-999,-999,61.7,-999,-999,-999,81.7,-999,-999,-999,26.1,-999,-999,-999,50.8,-999,-999,-999,73.8,-999,-999,-999,88.3
4,0,1,0,0,0,0,1,19,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,-999,1,-999,1,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-999,-999,0,0,0,1,-999,1,0,0,1,-999,-999,1,-999,-999,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,-999,-999,-999,36.3,-999,-999,-999,41.3,-999,-999,-999,35.8,-999,-999,-999,80.7,-999,-999,-999,48.3,-999,-999,-999,40,-999,-999,-999,35.6,-999,-999,-999,58.3,-999,-999,-999,65,-999,-999,-999,61.7,-999,-999,-999,25,-999,-999,-999,11.1,-999,-999,-999,39.2,-999,-999,-999,75,-999,-999,-999,78.3
5,0,1,0,0,0,0,1,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,3,1,2,2,3,1,2,2,-999,-999,-999,48.8,-999,-999,-999,56.7,-999,-999,-999,53.3,-999,-999,-999,72.3,-999,-999,-999,51.7,-999,-999,-999,46.7,-999,-999,-999,50,-999,-999,-999,40.8,-999,-999,-999,74.4,-999,-999,-999,63.3,-999,-999,-999,38.3,-999,-999,-999,56.7,-999,-999,-999,62.9,-999,-999,-999,28.8,-999,-999,-999,80
6,0,1,0,0,0,0,1,17,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,2,3,2,1,2,3,2,-999,-999,-999,53.3,-999,-999,-999,62.9,-999,-999,-999,51.7,-999,-999,-999,71.3,-999,-999,-999,60.8,-999,-999,-999,67.2,-999,-999,-999,61.7,-999,-999,-999,43.3,-999,-999,-999,73.9,-999,-999,-999,63.3,-999,-999,-999,53.3,-999,-999,-999,43.6,-999,-999,-999,58.3,-999,-999,-999,65,-999,-999,-999,90
7,0,1,0,0,0,0,1,17,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,2,2,2,2,2,2,2,2,-999,-999,-999,43.8,-999,-999,-999,38.8,-999,-999,-999,25,-999,-999,-999,60.7,-999,-999,-999,45,-999,-999,-999,42.8,-999,-999,-999,41.7,-999,-999,-999,30,-999,-999,-999,62.2,-999,-999,-999,41.7,-999,-999,-999,50,-999,-999,-999,39.4,-999,-999,-999,43.3,-999,-999,-999,65,-999,-999,-999,80
8,0,1,0,0,0,0,1,16,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,2,2,3,2,2,2,3,2,-999,-999,-999,116.3,-999,-999,-999,64.2,-999,-999,-999,49.2,-999,-999,-999,79.7,-999,-999,-999,48.3,-999,-999,-999,51.7,-999,-999,-999,60,-999,-999,-999,55,-999,-999,-999,81.7,-999,-999,-999,71.7,-999,-999,-999,63.3,-999,-999,-999,26.9,-999,-999,-999,60.4,-999,-999,-999,72.5,-999,-999,-999,83.3
9,0,1,0,0,0,0,1,15,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,2,2,3,2,2,2,3,2,-999,-999,-999,40.8,-999,-999,-999,48.3,-999,-999,-999,29.2,-999,-999,-999,60.3,-999,-999,-999,52.5,-999,-999,-999,27.8,-999,-999,-999,41.1,-999,-999,-999,55.8,-999,-999,-999,61.7,-999,-999,-999,49.2,-999,-999,-999,45,-999,-999,-999,34.7,-999,-999,-999,51.3,-999,-999,-999,50,-999,-999,-999,90
10,0,1,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,-999,0,0,1,1,0,0,0,1,0,2,2,3,2,2,2,3,2,-999,-999,-999,38.3,-999,-999,-999,46.7,-999,-999,-999,34.2,-999,-999,-999,69.3,-999,-999,-999,49.2,-999,-999,-999,53.3,-999,-999,-999,38.9,-999,-999,-999,55,-999,-999,-999,72.8,-999,-999,-999,46.7,-999,-999,-999,61.7,-999,-999,-999,20.8,-999,-999,-999,49.2,-999,-999,-999,62.5,-999,-999,-999,81.7
