    16.000      1.000      0.000      1.000      0.000      0.000      1.000      3.000      3.000      2.000      2.000      2.000      2.000      3.000      2.000      2.000      3.000      2.000      2.000      2.000      3.000      2.000      3.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      3.000      2.000      2.000      3.000      3.000      3.000      2.000      2.000      2.000      3.000      3.000      3.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      1.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      1.000      1.000      1.000      1.000      3.000      1.000      0.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      1.000      2.000      3.000      3.000      1.000      2.000      3.000      3.000          *          *          *     52.900          *          *          *     59.600          *          *          *     34.200          *          *          *     74.000          *          *          *     56.700          *          *          *     52.200          *          *          *     38.900          *          *          *     59.200          *          *          *     72.800          *          *          *     29.200          *          *          *     78.300          *          *          *     20.600          *          *          *     52.900          *          *          *     73.800          *          *          *     76.700
    18.000      1.000      0.000      1.000      0.000      0.000      1.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      2.000      1.000      1.000      1.000      1.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      2.000      1.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      1.000      1.000      1.000      2.000      3.000      2.000      2.000      2.000      3.000      3.000      3.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      1.000      1.000      3.000      3.000      3.000      1.000      2.000      1.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      3.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      2.000      3.000      1.000      1.000      1.000      1.000      3.000      2.000      0.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      2.000      2.000      3.000      2.000      2.000      2.000      3.000      2.000          *          *          *     42.900          *          *          *     56.300          *          *          *     25.800          *          *          *     65.000          *          *          *     51.700          *          *          *     44.400          *          *          *     42.800          *          *          *     65.800          *          *          *     74.400          *          *          *     42.500          *          *          *     73.300          *          *          *     36.700          *          *          *     35.800          *          *          *     57.500          *          *          *     90.000
    20.000      1.000      0.000      1.000      0.000      0.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000          *      2.000      2.000      1.000      1.000      1.000      2.000      1.000      1.000      1.000      1.000      2.000      1.000      3.000      2.000      2.000      3.000      1.000      1.000      2.000      1.000      2.000      1.000      1.000      2.000      2.000      2.000      2.000      3.000      1.000      2.000      2.000      2.000      3.000      3.000      3.000      2.000      2.000      1.000      1.000      2.000      3.000      3.000      2.000      3.000      2.000      3.000      3.000      2.000      3.000      3.000      3.000      2.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      2.000      1.000      2.000      1.000      1.000      1.000      1.000      1.000      3.000      3.000      3.000      1.000      1.000      1.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      1.000      1.000      1.000      1.000      3.000      3.000      0.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000          *          *          *     46.300          *          *          *     54.200          *          *          *     52.500          *          *          *     64.700          *          *          *     52.500          *          *          *     54.400          *          *          *     49.400          *          *          *     53.300          *          *          *     71.700          *          *          *     61.700          *          *          *     81.700          *          *          *     26.100          *          *          *     50.800          *          *          *     73.800          *          *          *     88.300
    19.000      0.000      0.000      1.000      0.000      0.000      1.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      3.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      3.000      2.000      3.000      3.000      3.000      2.000      3.000      3.000      3.000      3.000      2.000      3.000      3.000          *      3.000          *      3.000          *      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      2.000      2.000      3.000      2.000      3.000      3.000          *          *      2.000      2.000      3.000      3.000          *      3.000      3.000      3.000      3.000          *          *      3.000          *          *      2.000      4.000      0.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000          *          *          *     36.300          *          *          *     41.300          *          *          *     35.800          *          *          *     80.700          *          *          *     48.300          *          *          *     40.000          *          *          *     35.600          *          *          *     58.300          *          *          *     65.000          *          *          *     61.700          *          *          *     25.000          *          *          *     11.100          *          *          *     39.200          *          *          *     75.000          *          *          *     78.300
    16.000      1.000      0.000      1.000      0.000      0.000      1.000      2.000      2.000      2.000      2.000      1.000      1.000      1.000      1.000      1.000      3.000      1.000      1.000      1.000      3.000      3.000      2.000      1.000      1.000      3.000      3.000      3.000      2.000      3.000      2.000      1.000      1.000      2.000      1.000      2.000      1.000      1.000      2.000      1.000      1.000      1.000      1.000      2.000      3.000      3.000      2.000      3.000      1.000      3.000      3.000      2.000      2.000      1.000      1.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      2.000      3.000      2.000      2.000      2.000      2.000      3.000      2.000      3.000      2.000      3.000      3.000      2.000      1.000      2.000      1.000      3.000      5.000      0.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      3.000      1.000      2.000      2.000      3.000      1.000      2.000      2.000          *          *          *     48.800          *          *          *     56.700          *          *          *     53.300          *          *          *     72.300          *          *          *     51.700          *          *          *     46.700          *          *          *     50.000          *          *          *     40.800          *          *          *     74.400          *          *          *     63.300          *          *          *     38.300          *          *          *     56.700          *          *          *     62.900          *          *          *     28.800          *          *          *     80.000
    17.000      0.000      0.000      1.000      0.000      0.000      1.000      2.000      2.000      2.000      1.000      2.000      1.000      3.000      3.000      3.000      3.000      1.000      1.000      2.000      3.000      3.000      3.000      3.000      3.000      2.000      1.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      2.000      3.000      1.000      2.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      3.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      1.000      2.000      3.000      1.000      2.000      1.000      1.000      1.000      2.000      1.000      2.000      3.000      3.000      3.000      1.000      1.000      1.000      3.000      3.000      3.000      3.000      3.000      2.000      1.000      3.000      3.000      3.000      3.000      2.000      6.000      0.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      1.000      2.000      3.000      2.000      1.000      2.000      3.000      2.000          *          *          *     53.300          *          *          *     62.900          *          *          *     51.700          *          *          *     71.300          *          *          *     60.800          *          *          *     67.200          *          *          *     61.700          *          *          *     43.300          *          *          *     73.900          *          *          *     63.300          *          *          *     53.300          *          *          *     43.600          *          *          *     58.300          *          *          *     65.000          *          *          *     90.000
    17.000      0.000      0.000      1.000      0.000      0.000      1.000      2.000      2.000      2.000      2.000      2.000      1.000      2.000      3.000      1.000      3.000      2.000      1.000      1.000      2.000      3.000      3.000      2.000      2.000      2.000      3.000      3.000      1.000      1.000          *      3.000      1.000      2.000      1.000      2.000      1.000      1.000      2.000      1.000      1.000      1.000      1.000      2.000      2.000      2.000      3.000      3.000      1.000      2.000      1.000      3.000      1.000      3.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      1.000      3.000      2.000      2.000      2.000      3.000      2.000      2.000      2.000      3.000      3.000      2.000      3.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      2.000      2.000      3.000      7.000      0.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000          *          *          *     43.800          *          *          *     38.800          *          *          *     25.000          *          *          *     60.700          *          *          *     45.000          *          *          *     42.800          *          *          *     41.700          *          *          *     30.000          *          *          *     62.200          *          *          *     41.700          *          *          *     50.000          *          *          *     39.400          *          *          *     43.300          *          *          *     65.000          *          *          *     80.000
    16.000      1.000      0.000      1.000      0.000      0.000      1.000      2.000      2.000      1.000      2.000      2.000      2.000      2.000      3.000      2.000      3.000      2.000      1.000      1.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      3.000      1.000      3.000      3.000      1.000      3.000      2.000      2.000      3.000      2.000      3.000      3.000      3.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      1.000      3.000      3.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      3.000      2.000      2.000      1.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      3.000      1.000      3.000      3.000      2.000      8.000      0.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      2.000      2.000      3.000      2.000      2.000      2.000      3.000      2.000          *          *          *    116.300          *          *          *     64.200          *          *          *     49.200          *          *          *     79.700          *          *          *     48.300          *          *          *     51.700          *          *          *     60.000          *          *          *     55.000          *          *          *     81.700          *          *          *     71.700          *          *          *     63.300          *          *          *     26.900          *          *          *     60.400          *          *          *     72.500          *          *          *     83.300
    15.000      1.000      0.000      1.000      0.000      0.000      1.000      3.000      2.000      3.000      2.000      3.000      2.000      1.000      3.000      2.000      3.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      1.000      2.000      1.000      2.000      2.000      3.000      2.000      2.000      3.000      2.000      3.000      3.000      3.000      3.000      2.000      2.000      1.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      3.000      2.000      2.000      2.000      1.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      2.000      2.000      2.000      1.000      1.000      1.000      3.000      3.000      1.000      1.000      2.000      3.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      2.000      3.000      2.000      3.000      2.000      3.000      3.000      3.000      3.000      3.000      2.000      3.000      3.000      1.000      1.000      1.000      3.000      9.000      0.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      2.000      2.000      3.000      2.000      2.000      2.000      3.000      2.000          *          *          *     40.800          *          *          *     48.300          *          *          *     29.200          *          *          *     60.300          *          *          *     52.500          *          *          *     27.800          *          *          *     41.100          *          *          *     55.800          *          *          *     61.700          *          *          *     49.200          *          *          *     45.000          *          *          *     34.700          *          *          *     51.300          *          *          *     50.000          *          *          *     90.000
    15.000      1.000      0.000      1.000      0.000      0.000      1.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      2.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      1.000      1.000      1.000      1.000      1.000      1.000      3.000      2.000      2.000      2.000      2.000      2.000      2.000      3.000      3.000      1.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      2.000      2.000      3.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      2.000      3.000      1.000      1.000      2.000      1.000      2.000      3.000      3.000      3.000      1.000      2.000      1.000      3.000      3.000      3.000      3.000      3.000      1.000      1.000      1.000          *      2.000      2.000      3.000     10.000      0.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      2.000      2.000      3.000      2.000      2.000      2.000      3.000      2.000          *          *          *     38.300          *          *          *     46.700          *          *          *     34.200          *          *          *     69.300          *          *          *     49.200          *          *          *     53.300          *          *          *     38.900          *          *          *     55.000          *          *          *     72.800          *          *          *     46.700          *          *          *     61.700          *          *          *     20.800          *          *          *     49.200          *          *          *     62.500          *          *          *     81.700
